FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Roberto Traven,75.0,227.0,,Orthodox,1968-09-16,http://ufcstats.com/fighter-details/20ec0061400178ca
Bryan Travers,,155.0,,,1983-04-11,http://ufcstats.com/fighter-details/008cf84faae9c7a5
Alexander Trevino,,170.0,,,,http://ufcstats.com/fighter-details/73abb7a5c57fb443
Francisco Trevino,69.0,155.0,70.0,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/97a6bbe6e6566a94
Angelo Trevino,71.0,170.0,,Switch,1993-06-10,http://ufcstats.com/fighter-details/0cf9f5518d6063bb
Frank Trigg,69.0,170.0,71.0,Southpaw,1972-05-07,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Francisco Trinaldo,69.0,170.0,70.0,Southpaw,1978-08-24,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Damien Trites,71.0,165.0,,,1979-08-23,http://ufcstats.com/fighter-details/cb1c09c8126dbee0
Michael Trizano,71.0,145.0,71.0,Orthodox,1991-12-31,http://ufcstats.com/fighter-details/5bf31a46becc1204
Antonio Trocoli,78.0,185.0,79.0,Orthodox,1990-12-06,http://ufcstats.com/fighter-details/6d48a2df51749d91
Tor Troeng,74.0,185.0,,Orthodox,1983-01-25,http://ufcstats.com/fighter-details/8abf70f79e9e27c2
Aaron Trujillo,65.0,125.0,,,,http://ufcstats.com/fighter-details/cc18abc046b382c9
Reynaldo Trujillo,69.0,155.0,,,1982-01-01,http://ufcstats.com/fighter-details/e6b233a007cb06c4
Abel Trujillo,68.0,155.0,70.0,Orthodox,1983-09-18,http://ufcstats.com/fighter-details/e14b5aa06eea9653
Arman Tsarukyan,67.0,155.0,72.0,Orthodox,1996-10-11,http://ufcstats.com/fighter-details/eae48ff31db420c2
Rei Tsuruya,66.0,125.0,68.0,Orthodox,2002-06-22,http://ufcstats.com/fighter-details/2f43a3e82661fa99
Chris Tuchscherer,74.0,258.0,76.0,Orthodox,1975-09-08,http://ufcstats.com/fighter-details/df05aa15b2d66f57
Jon Tuck,71.0,155.0,73.0,Orthodox,1984-08-28,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
Gavin Tucker,66.0,145.0,66.0,Southpaw,1986-06-17,http://ufcstats.com/fighter-details/da816417a579a0bd
Jumabieke Tuerxun,67.0,135.0,,Orthodox,1986-04-17,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10
Tom Tuggle,74.0,250.0,,Orthodox,,http://ufcstats.com/fighter-details/b9aa7d230865b5fe
Blair Tugman,72.0,135.0,,,,http://ufcstats.com/fighter-details/63f8775391301891
Tai Tuivasa,74.0,264.0,75.0,Southpaw,1993-03-16,http://ufcstats.com/fighter-details/c62fbc117d57b943
Zubaira Tukhugov,68.0,155.0,68.0,Orthodox,1991-01-15,http://ufcstats.com/fighter-details/aceffa19749c4dc0
Teila Tuli,72.0,430.0,,Orthodox,1969-06-14,http://ufcstats.com/fighter-details/96eff1a628adcc7f
Marco Tulio,72.0,185.0,74.0,Orthodox,1994-06-13,http://ufcstats.com/fighter-details/9384e71bca6c409d
Nyamjargal Tumendemberel,67.0,125.0,71.0,Orthodox,1998-03-22,http://ufcstats.com/fighter-details/17cb6d8e8187f304
Albert Tumenov,71.0,170.0,73.0,Orthodox,1991-12-26,http://ufcstats.com/fighter-details/ff6a1f63c254127e
Ricky Turcios,69.0,135.0,71.0,Orthodox,1993-06-05,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Anton Turkalj,76.0,205.0,78.0,Orthodox,1996-06-10,http://ufcstats.com/fighter-details/82529ce93cd9a2cf
Wellington Turman,72.0,170.0,72.0,Orthodox,1996-07-22,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Courtney Turner,74.0,170.0,,,,http://ufcstats.com/fighter-details/56f4b81ec4db61af
Jalin Turner,75.0,155.0,77.0,Southpaw,1995-05-18,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Austin Tweedy,69.0,155.0,,Orthodox,1990-09-25,http://ufcstats.com/fighter-details/885adaff8fe15cf7
Marcin Tybura,75.0,246.0,78.0,Orthodox,1985-11-09,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Raphael Uchegbu,69.0,135.0,73.0,Orthodox,1995-08-16,http://ufcstats.com/fighter-details/cb680d85b84cbfd9
Takeru Uchida,65.0,125.0,68.0,Southpaw,2002-09-30,http://ufcstats.com/fighter-details/1d76f07ffdd765c2
Alberto Uda,75.0,185.0,,Orthodox,1984-08-08,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Ryuki Ueyama,71.0,180.0,,Southpaw,1976-04-17,http://ufcstats.com/fighter-details/bcd124bcd3d5be46
Christian Uflacker,71.0,170.0,,,1985-08-04,http://ufcstats.com/fighter-details/10ccf4ec9913cadc
Andy Uhrich,72.0,170.0,,,,http://ufcstats.com/fighter-details/4a1a492f299581d9
Tagir Ulanbekov,67.0,125.0,70.0,Southpaw,1991-08-07,http://ufcstats.com/fighter-details/f00ac08ab056af5d
Carlos Ulberg,76.0,205.0,77.0,Orthodox,1990-11-07,http://ufcstats.com/fighter-details/9014c02eff8b3d62
Gasan Umalatov,71.0,170.0,71.0,Orthodox,1982-09-11,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70
Jeremy Umphries,,160.0,,,,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae
Zach Underwood,74.0,185.0,,,,http://ufcstats.com/fighter-details/1e310618d02ff93b
Caol Uno,67.0,155.0,70.0,Southpaw,1975-05-08,http://ufcstats.com/fighter-details/eb1723480fa2f96c
Kengo Ura,69.0,165.0,,,1981-06-20,http://ufcstats.com/fighter-details/58258914525740a5
Logan Urban,72.0,170.0,72.0,Orthodox,1994-04-22,http://ufcstats.com/fighter-details/5e23f30e9c6ed74e
Hector Urbina,71.0,170.0,73.0,Orthodox,1987-09-17,http://ufcstats.com/fighter-details/4b8fb0453a596b8e
Elias Urbina,75.0,185.0,77.0,Southpaw,1993-10-09,http://ufcstats.com/fighter-details/47fcdcaccb58ca80
Gilbert Urbina,75.0,170.0,75.0,Orthodox,1996-04-05,http://ufcstats.com/fighter-details/b12fb759e02378de
Guilherme Uriel,73.0,265.0,74.0,Orthodox,1997-02-18,http://ufcstats.com/fighter-details/4252b09f0c8c4472
Nick Urso,66.0,125.0,66.0,Southpaw,1985-09-26,http://ufcstats.com/fighter-details/e78c4c3d329c531b
Yasuhiro Urushitani,65.0,125.0,,Southpaw,1976-09-08,http://ufcstats.com/fighter-details/c34e5849184b08c3
Sho Patrick Usami,69.0,155.0,70.0,Orthodox,2000-05-08,http://ufcstats.com/fighter-details/fe30c5f5cc3e028b
Kamaru Usman,72.0,170.0,76.0,Switch,1987-05-11,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Mohammed Usman,74.0,239.0,79.0,Orthodox,1989-04-01,http://ufcstats.com/fighter-details/da7f113b5ea39c43
Darren Uyenoyama,66.0,125.0,65.0,Orthodox,1979-10-15,http://ufcstats.com/fighter-details/6546af7ab545b90c
Richie Vaculik,66.0,125.0,69.0,Orthodox,1983-06-19,http://ufcstats.com/fighter-details/54578e5927adea53
Rashid Vagabov,67.0,125.0,63.0,Orthodox,1998-06-27,http://ufcstats.com/fighter-details/0d1190beced94f7c
Artem Vakhitov,73.0,205.0,75.0,Orthodox,1991-04-04,http://ufcstats.com/fighter-details/43e549b803ec7375
Egidijus Valavicius,72.0,200.0,,Orthodox,,http://ufcstats.com/fighter-details/fc1868f56d3036eb
Genaro Valdez,69.0,155.0,72.0,Orthodox,1992-01-16,http://ufcstats.com/fighter-details/cda1099995b46cc2
Charlie Valencia,63.0,135.0,64.0,Orthodox,1974-10-31,http://ufcstats.com/fighter-details/8a0be41c0380188d
Robert Valentin,74.0,185.0,77.0,Orthodox,1995-03-31,http://ufcstats.com/fighter-details/0cd0456d6029cec2
Victor Valenzuela,70.0,155.0,,,,http://ufcstats.com/fighter-details/de277a4abcfeea46
Ivan Valenzuela,74.0,185.0,77.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2
Victor Valenzuela,,170.0,,,1994-02-09,http://ufcstats.com/fighter-details/078695e385ec2f57
Timur Valiev,66.0,135.0,67.0,Orthodox,1990-01-19,http://ufcstats.com/fighter-details/45e738622ea2c02c
Victor Valimaki,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/663b76da637402c3
Andrew Valladerez,,135.0,,,,http://ufcstats.com/fighter-details/2a898bf9fb7710b3
Kevin Vallejos,67.0,145.0,68.0,Switch,2001-12-08,http://ufcstats.com/fighter-details/239d8e5359022f3b
Isaac Vallie-Flagg,68.0,155.0,70.0,Orthodox,1978-04-08,http://ufcstats.com/fighter-details/c295de4e10acd4c9
Joshua Van,65.0,125.0,65.0,Orthodox,2001-10-10,http://ufcstats.com/fighter-details/17e97649403ba428
Mike van Arsdale,74.0,205.0,,Switch,1965-06-20,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9
Matt Van Buren,77.0,205.0,,,1986-06-12,http://ufcstats.com/fighter-details/7b39035fae7268b8
Ron van Clief,70.0,190.0,,Orthodox,1943-01-25,http://ufcstats.com/fighter-details/23ab42947c1990e3
Lloyd Van Dams,73.0,240.0,,Southpaw,1972-03-05,http://ufcstats.com/fighter-details/02177caefe7c07d4
Alain Van der Merckt,,185.0,,,1993-06-11,http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60
Cameron VanCamp,74.0,155.0,74.0,Switch,1993-04-27,http://ufcstats.com/fighter-details/87e2468b986ebb79
Chad Vance,72.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/26d61e92a6069cd2
Jared Vanderaa,76.0,265.0,80.0,Orthodox,1992-05-12,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Austin Vanderford,71.0,170.0,74.0,Orthodox,1990-03-21,http://ufcstats.com/fighter-details/32c3ee378671a5d9
Lando Vannata,69.0,155.0,71.0,Orthodox,1992-03-14,http://ufcstats.com/fighter-details/f9b200db02b488d9
Paige VanZant,64.0,115.0,65.0,Orthodox,1994-03-26,http://ufcstats.com/fighter-details/4d5197f331c47290
Paul Varelans,80.0,300.0,,Orthodox,,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9
Kazula Vargas,68.0,155.0,71.0,Southpaw,1985-08-15,http://ufcstats.com/fighter-details/ec18eb918121787c
Jamie Varner,68.0,155.0,71.0,Orthodox,1984-10-12,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
Guilherme Vasconcelos,72.0,185.0,,Orthodox,1986-03-23,http://ufcstats.com/fighter-details/d6d5da3c209884bc
Linton Vassell,76.0,205.0,,,1983-06-03,http://ufcstats.com/fighter-details/a148dfe3485be79d
Billy Vaughan,66.0,155.0,,,1983-12-02,http://ufcstats.com/fighter-details/61428ed51f5ff465
Yuri Vaulin,76.0,197.0,,Southpaw,,http://ufcstats.com/fighter-details/4679a38cced7c64a
Javier Vazquez,67.0,145.0,69.0,Southpaw,1977-07-16,http://ufcstats.com/fighter-details/be5cfd73617a5b1a
Manny Vazquez,70.0,125.0,72.0,Orthodox,1993-11-19,http://ufcstats.com/fighter-details/8d4d25fd9218860b
Matt Veach,71.0,155.0,,Orthodox,1981-05-31,http://ufcstats.com/fighter-details/5731cc327790b731
Joe Vedepo,72.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/d35c3ed553b71fa2
Kelly Velasco,69.0,135.0,,Orthodox,1995-05-21,http://ufcstats.com/fighter-details/93c9897f0f9f5dab
Greg Velasco,74.0,265.0,70.0,Southpaw,1993-09-23,http://ufcstats.com/fighter-details/34a81ebbce32b06b
Cain Velasquez,73.0,240.0,77.0,Orthodox,1982-07-28,http://ufcstats.com/fighter-details/0ff11cc094e887bc
David Velasquez,65.0,145.0,,Orthodox,,http://ufcstats.com/fighter-details/09c44b317c98bf96
Bojan Velickovic,72.0,170.0,76.0,Southpaw,1988-12-18,http://ufcstats.com/fighter-details/fcce75a25c14a804
Karlos Vemola,72.0,185.0,75.0,Orthodox,1985-07-03,http://ufcstats.com/fighter-details/d23ccf4a6c221284
Luigi Vendramini,68.0,155.0,73.0,Orthodox,1996-01-16,http://ufcstats.com/fighter-details/2f1a257d6777096d
Jerrel Venetiaan,73.0,195.0,,Orthodox,1971-03-09,http://ufcstats.com/fighter-details/602bb270f2bdbf02
Scott Ventimiglia,71.0,185.0,,,1972-11-17,http://ufcstats.com/fighter-details/6e62bb64f7cc5026
Brandon Vera,75.0,230.0,78.0,Orthodox,1977-10-10,http://ufcstats.com/fighter-details/fa315e6c77eee106
Kerry Vera,67.0,135.0,,Orthodox,,http://ufcstats.com/fighter-details/df0a1c1e11ad199b
Marlon Vera,68.0,135.0,70.0,Switch,1992-12-02,http://ufcstats.com/fighter-details/7c7332319c14094c
Carlos Vera,66.0,135.0,69.0,Orthodox,1987-11-05,http://ufcstats.com/fighter-details/07f959e6596307bb
Isis Verbeek,64.0,115.0,64.0,Orthodox,1995-01-12,http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52
Ernie Verdicia,71.0,199.0,,Orthodox,,http://ufcstats.com/fighter-details/2b1587a3376ab743
Joe Veres,67.0,155.0,,Orthodox,1977-11-09,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Nikolay Veretennikov,73.0,170.0,74.0,Orthodox,1989-12-22,http://ufcstats.com/fighter-details/0f1efce7d2571d10
CJ Vergara,66.0,125.0,68.0,Orthodox,1991-06-18,http://ufcstats.com/fighter-details/077e3ace32b72be9
Renato Verissimo,73.0,170.0,,Orthodox,1973-08-03,http://ufcstats.com/fighter-details/c24b1db4b809d41b
Bryan Vetell,75.0,265.0,,Southpaw,1977-07-26,http://ufcstats.com/fighter-details/13a0fb8fbdafb54f
Marvin Vettori,72.0,185.0,74.0,Southpaw,1993-09-20,http://ufcstats.com/fighter-details/7acbb0972e75281a
Hugo Viana,66.0,135.0,67.0,Orthodox,1982-09-26,http://ufcstats.com/fighter-details/f95381efb3051d81
Guilherme Viana,76.0,205.0,,,,http://ufcstats.com/fighter-details/393b8e03fb410a78
Polyana Viana,65.0,115.0,67.0,Orthodox,1992-06-14,http://ufcstats.com/fighter-details/9673a497a9da119a
Vitor Vianna,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/744f50016c39c26c
James Vick,75.0,155.0,76.0,Orthodox,1987-02-23,http://ufcstats.com/fighter-details/6256b2b1562cb8e1
Tamires Vidal,66.0,135.0,68.0,Orthodox,1998-07-27,http://ufcstats.com/fighter-details/4f3064faf17aa711
Freddy Vidal,75.0,205.0,79.0,Orthodox,1994-05-06,http://ufcstats.com/fighter-details/024158997e7c5829
Milton Vieira,72.0,145.0,,Orthodox,1978-10-04,http://ufcstats.com/fighter-details/7cf20446453f852b
Reginaldo Vieira,67.0,135.0,65.0,Orthodox,1982-11-26,http://ufcstats.com/fighter-details/f9081770e28ea2e1
Ketlen Vieira,68.0,135.0,68.0,Orthodox,1991-08-26,http://ufcstats.com/fighter-details/b9706f80d005036c
Rodolfo Vieira,72.0,185.0,73.0,Orthodox,1989-09-25,http://ufcstats.com/fighter-details/260e9e0d4954aea6
Steve Vigneault,70.0,185.0,,Orthodox,1978-02-14,http://ufcstats.com/fighter-details/6888e31ce88f5b17
Alejandro Villalobos,67.0,145.0,,,1979-10-26,http://ufcstats.com/fighter-details/2e88f2030d8a928a
DeMarco Villalona,69.0,185.0,,,,http://ufcstats.com/fighter-details/0275e33febc2818c
Gian Villante,75.0,230.0,76.0,Orthodox,1985-08-18,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
Ike Villanueva,73.0,205.0,73.0,Orthodox,1984-04-04,http://ufcstats.com/fighter-details/f9d0cae37dabfafc
Ruben Villareal,76.0,265.0,,Orthodox,1970-05-01,http://ufcstats.com/fighter-details/39f68882def7a507
Armando Villarreal,67.0,135.0,66.0,Southpaw,1989-08-08,http://ufcstats.com/fighter-details/454c1f0b638972ab
Pablo Villaseca,67.0,155.0,,,1987-01-26,http://ufcstats.com/fighter-details/34f93dfbd43b2144
Joey Villasenor,72.0,185.0,,Orthodox,1975-10-17,http://ufcstats.com/fighter-details/15515e797aedc137
Danillo Villefort,73.0,185.0,,Orthodox,1983-05-08,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e
Yuri Villefort,72.0,170.0,73.0,Orthodox,1991-03-23,http://ufcstats.com/fighter-details/0fb1e2694a39a02f
Tre'ston Vines,73.0,185.0,79.0,Orthodox,1996-06-18,http://ufcstats.com/fighter-details/563a1d42bb0e3cef
Marcos Vinicius,69.0,125.0,,Orthodox,1979-12-05,http://ufcstats.com/fighter-details/e363b21261814830
Brandon Visher,66.0,135.0,68.0,Orthodox,1984-05-06,http://ufcstats.com/fighter-details/7c4ec656d8fcb867
Falaniko Vitale,70.0,185.0,,Orthodox,1974-07-14,http://ufcstats.com/fighter-details/445a98acb8985970
Cheyanne Vlismas,63.0,115.0,63.0,Switch,1995-06-25,http://ufcstats.com/fighter-details/4959f10a62f3fec3
Bobby Voelker,72.0,170.0,74.0,Orthodox,1979-04-26,http://ufcstats.com/fighter-details/fb8a3025ae722e64
Mateo Vogel,68.0,145.0,71.0,Orthodox,1996-03-05,http://ufcstats.com/fighter-details/90b57b19d20e1969
Danylo Voievodkin,76.0,265.0,78.0,Southpaw,2000-07-19,http://ufcstats.com/fighter-details/d73a7c36746fbc5b
Alexander Volkanovski,66.0,145.0,71.0,Orthodox,1988-09-29,http://ufcstats.com/fighter-details/e1248941344b3288
Jacob Volkmann,69.0,155.0,71.0,Southpaw,1980-09-05,http://ufcstats.com/fighter-details/6f81b6de2557739a
Alexander Volkov,79.0,250.0,80.0,Orthodox,1988-10-24,http://ufcstats.com/fighter-details/279566840aa55bf2
Mark Vologdin,,135.0,,Orthodox,2000-04-18,http://ufcstats.com/fighter-details/0e6b611451a9a7d8
Jason Von Flue,72.0,170.0,,Orthodox,1975-08-01,http://ufcstats.com/fighter-details/c4b9296214f4c09c
Milco Voorn,,220.0,,Orthodox,,http://ufcstats.com/fighter-details/277ffed20cf07aea
Mark Vorgeas,70.0,135.0,,,,http://ufcstats.com/fighter-details/ef0344ed552d8a22
Igor Vovchanchyn,68.0,205.0,,Orthodox,1973-08-06,http://ufcstats.com/fighter-details/7929be8290289a47
Jordan Vucenic,70.0,155.0,73.0,Orthodox,1996-03-02,http://ufcstats.com/fighter-details/6d38e41efa47a72d
James Wade,70.0,205.0,,,,http://ufcstats.com/fighter-details/6291decf7f3b6608
Chris Wade,70.0,155.0,70.0,Orthodox,1987-09-30,http://ufcstats.com/fighter-details/c8097968da5e5f13
Neil Wain,70.0,242.0,,Orthodox,,http://ufcstats.com/fighter-details/6b7bc7eaf2465387
TJ Waldburger,71.0,170.0,75.0,Orthodox,1988-04-25,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e
Chase Waldon,73.0,185.0,75.0,Orthodox,1986-09-19,http://ufcstats.com/fighter-details/aeb6c57b9bd8bc3a
Andre Walker,71.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/18944a1a6ac1becf
Herschel Walker,73.0,215.0,,Orthodox,1962-03-03,http://ufcstats.com/fighter-details/bd92e38aef641673
Donny Walker,69.0,135.0,,,1980-01-04,http://ufcstats.com/fighter-details/e6147d5ab3685899
Johnny Walker,78.0,205.0,82.0,Orthodox,1992-03-30,http://ufcstats.com/fighter-details/c21f26bbde777573
Brogan Walker,64.0,125.0,67.0,Switch,1988-08-02,http://ufcstats.com/fighter-details/4333a8e70a672eb7
Valter Walker,78.0,265.0,78.0,Orthodox,1997-12-14,http://ufcstats.com/fighter-details/f5779a2303ed76ec
Julius Walker,76.0,205.0,78.0,Orthodox,1999-07-16,http://ufcstats.com/fighter-details/6add18754930182b
Ben Wall,70.0,155.0,,Orthodox,1989-03-25,http://ufcstats.com/fighter-details/1ad381c8994c4e5b
Crafton Wallace,72.0,185.0,,Orthodox,1975-11-10,http://ufcstats.com/fighter-details/bf41b5131545da12
Rodney Wallace,69.0,205.0,72.0,Switch,1981-11-21,http://ufcstats.com/fighter-details/b9415726dc3ec526
Jeremy Wallace,69.0,,,,,http://ufcstats.com/fighter-details/b87c3f460709f74c
Randall Wallace,71.0,185.0,73.0,Orthodox,1989-03-01,http://ufcstats.com/fighter-details/95cf6be9071e68b0
James Wallace,70.0,155.0,69.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/4078de7181a19142
Jim Wallhead,70.0,170.0,,Orthodox,1984-03-14,http://ufcstats.com/fighter-details/0c670b443c3d269f
Cory Walmsley,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Richard Walsh,72.0,170.0,73.0,Orthodox,1988-12-01,http://ufcstats.com/fighter-details/303a05a7aa3ff761
Patrick Walsh,71.0,185.0,,,1988-11-28,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e
Erick Wanderlei,73.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/d57e6a8971b6d2bd
Dimitiri Wanderley,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/a1d6b308781aa2f5
Andy Wang,66.0,155.0,,Orthodox,1977-05-28,http://ufcstats.com/fighter-details/476414d2f18cd059
Sai Wang,72.0,170.0,,Southpaw,1986-01-14,http://ufcstats.com/fighter-details/efb9a43415a56d34
Anying Wang,72.0,170.0,,Orthodox,1991-04-04,http://ufcstats.com/fighter-details/69e8c632135af48b
Wang Cong,66.0,125.0,66.0,Southpaw,1992-05-15,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a
Joshua Wang-Kim,69.0,135.0,71.0,Switch,1992-11-16,http://ufcstats.com/fighter-details/d538f13ab21d9633
Curt Warburton,72.0,155.0,73.0,Orthodox,,http://ufcstats.com/fighter-details/2721bb808bb2523c
Brennan Ward,70.0,170.0,71.0,,1988-06-28,http://ufcstats.com/fighter-details/67cd6495280b0a57
Charlie Ward,71.0,170.0,,Orthodox,1980-12-17,http://ufcstats.com/fighter-details/e81dd0bb8a64b550
Terrion Ware,68.0,135.0,71.0,Orthodox,1986-03-31,http://ufcstats.com/fighter-details/ba5e253af86db1a8
Joe Warren,66.0,135.0,,Orthodox,1976-10-31,http://ufcstats.com/fighter-details/c0c1bc0766df4c00
Brian Warren,72.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/c4c4c7dd26c15d91
Merritt Warren,70.0,155.0,,Southpaw,,http://ufcstats.com/fighter-details/1e47dba648ea438c
Idris Wasi,72.0,186.0,,,1989-12-11,http://ufcstats.com/fighter-details/8a19676a3388845a
Kengo Watanabe,76.0,220.0,,Orthodox,1976-01-31,http://ufcstats.com/fighter-details/2abe38b81d68a24a
Kazuhisa Watanabe,66.0,139.0,,,1983-05-18,http://ufcstats.com/fighter-details/951ffadfc4e917ea
Ron Waterman,74.0,280.0,,Orthodox,1965-11-23,http://ufcstats.com/fighter-details/efaf544314bb5c2e
Andy Waters,72.0,170.0,,,,http://ufcstats.com/fighter-details/103e2e67919379c5
Dominic Waters,73.0,170.0,79.0,Orthodox,1989-04-11,http://ufcstats.com/fighter-details/2de91c2244ad7e89
Trey Waters,77.0,170.0,77.0,Orthodox,1995-02-21,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c
Michelle Waterson-Gomez,63.0,115.0,62.0,Orthodox,1986-01-06,http://ufcstats.com/fighter-details/eb04b9d31e938edb
Sam Watford,,155.0,,,,http://ufcstats.com/fighter-details/1836639ecf9b6e7f
Blake Watkins,,185.0,,,,http://ufcstats.com/fighter-details/117580b232409824
Kyle Watson,72.0,155.0,,Southpaw,1979-08-09,http://ufcstats.com/fighter-details/d7b2c0b53883ee80
Maka Watson,,155.0,,,1984-09-22,http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca
Walel Watson,71.0,135.0,75.0,Orthodox,1984-07-16,http://ufcstats.com/fighter-details/92aafa8f4b26269b
Tom Watson,73.0,185.0,73.0,Orthodox,1982-07-13,http://ufcstats.com/fighter-details/6809c31286b08d97
Enrique Watson,,185.0,,,,http://ufcstats.com/fighter-details/a99d4aa689bdca18
Brok Weaver,72.0,155.0,73.0,Southpaw,1991-12-05,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50
Jonavin Webb,70.0,170.0,,Orthodox,1989-04-28,http://ufcstats.com/fighter-details/f40ec51dd4de47c3
Stephanie Webber,66.0,135.0,,,,http://ufcstats.com/fighter-details/d44a84409bf0da64
Royston Wee,67.0,135.0,67.0,Orthodox,1986-11-15,http://ufcstats.com/fighter-details/b9c03e7a4557e542
Darian Weeks,71.0,170.0,72.0,Orthodox,1993-11-23,http://ufcstats.com/fighter-details/326a001926ffb7ec
Joshua Weems,68.0,135.0,69.0,Orthodox,1994-05-05,http://ufcstats.com/fighter-details/69888118d968ba52
Daniel Weichel,70.0,145.0,70.0,,1984-11-22,http://ufcstats.com/fighter-details/7b9dade6bedaabbe
